BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE
BILLDOC500825,BP100032,CA200031,PREMIUM,2024-10,87.07,4103.48,INR,PAID,0,2024-10-22
BILLDOC500826,BP100032,CA200031,PREMIUM,2024-11,135.23,4161.28,INR,PAID,0,2024-11-22
BILLDOC500827,BP100032,CA200031,PREMIUM,2024-12,157.47,4187.97,INR,PAID,0,2024-12-22
BILLDOC500828,BP100032,CA200031,PREMIUM,2025-01,90.93,4108.11,INR,PAID,0,2025-01-22
BILLDOC500829,BP100032,CA200031,PREMIUM,2025-02,88.86,4105.63,INR,OPEN,0,2025-02-22
BILLDOC500830,BP100032,CA200031,PREMIUM,2025-03,136.33,4162.6,INR,OVERDUE,3,2025-03-22
BILLDOC500831,BP100032,CA200031,PREMIUM,2025-04,139.49,4166.39,INR,PAID,0,2025-04-22
BILLDOC500832,BP100032,CA200031,PREMIUM,2025-05,86.93,4103.31,INR,PAID,0,2025-05-22
BILLDOC500833,BP100032,CA200031,PREMIUM,2025-06,89.5,4106.39,INR,PAID,0,2025-06-22
BILLDOC500834,BP100032,CA200031,PREMIUM,2025-07,92.96,4110.55,INR,OPEN,0,2025-07-22
BILLDOC500835,BP100032,CA200031,PREMIUM,2025-08,66.39,4078.67,INR,PAID,0,2025-08-22
BILLDOC500836,BP100032,CA200031,PREMIUM,2025-09,77.03,4091.44,INR,PAID,0,2025-09-22
BILLDOC500837,BP100032,CA200031,PREMIUM,2025-10,74.9,4088.88,INR,PAID,0,2025-10-22
BILLDOC500838,BP100032,CA200031,PREMIUM,2025-11,80.81,4095.97,INR,PAID,0,2025-11-22
BILLDOC500839,BP100032,CA200031,PREMIUM,2025-12,99.13,4117.96,INR,PAID,0,2025-12-22
BILLDOC500840,BP100032,CA200031,PREMIUM,2026-01,105.86,4126.03,INR,PAID,0,2026-01-22
BILLDOC500841,BP100032,CA200031,PREMIUM,2026-02,138.76,4165.52,INR,OVERDUE,1,2026-02-22
BILLDOC500842,BP100032,CA200031,PREMIUM,2026-03,75.04,4089.05,INR,PAID,0,2026-03-22
BILLDOC500843,BP100032,CA200031,PREMIUM,2026-04,124.61,4148.53,INR,PAID,0,2026-04-22
BILLDOC500844,BP100032,CA200031,PREMIUM,2026-05,94.65,4112.58,INR,PAID,0,2026-05-22
BILLDOC500845,BP100032,CA200031,PREMIUM,2026-06,98.76,4117.52,INR,PAID,0,2026-06-22
BILLDOC500846,BP100033,CA200032,STANDARD,2024-01,116.87,1592.5,INR,OPEN,0,2024-01-22
BILLDOC500847,BP100033,CA200032,STANDARD,2024-02,71.93,1556.55,INR,PAID,0,2024-02-22
BILLDOC500848,BP100033,CA200032,STANDARD,2024-03,109.56,12276.67,INR,PAID,0,2024-03-22
BILLDOC500849,BP100033,CA200032,STANDARD,2024-04,104.16,1582.33,INR,PAID,0,2024-04-22
BILLDOC500850,BP100033,CA200032,STANDARD,2024-05,112.31,1588.85,INR,OPEN,0,2024-05-22
BILLDOC500851,BP100033,CA200032,STANDARD,2024-06,107.23,1584.78,INR,PAID,0,2024-06-22
BILLDOC500852,BP100033,CA200032,STANDARD,2024-07,161.38,1628.11,INR,PAID,0,2024-07-22
BILLDOC500853,BP100033,CA200032,STANDARD,2024-08,84.06,1566.25,INR,PAID,0,2024-08-22
BILLDOC500854,BP100033,CA200032,STANDARD,2024-09,86.73,1568.38,INR,PAID,0,2024-09-22
BILLDOC500855,BP100033,CA200032,STANDARD,2024-10,84.42,1566.54,INR,PAID,0,2024-10-22
BILLDOC500856,BP100033,CA200032,STANDARD,2024-11,86.11,1567.89,INR,PAID,0,2024-11-22
BILLDOC500857,BP100033,CA200032,STANDARD,2024-12,84.07,1566.25,INR,OVERDUE,0,2024-12-22
BILLDOC500858,BP100033,CA200032,STANDARD,2025-01,129.73,1602.78,INR,PAID,0,2025-01-22
BILLDOC500859,BP100033,CA200032,STANDARD,2025-02,135.51,1607.41,INR,PAID,0,2025-02-22
BILLDOC500860,BP100033,CA200032,STANDARD,2025-03,85.73,1567.59,INR,PAID,0,2025-03-22
BILLDOC500861,BP100033,CA200032,STANDARD,2025-04,79.19,1562.35,INR,PAID,0,2025-04-22
BILLDOC500862,BP100033,CA200032,STANDARD,2025-05,111.79,1588.43,INR,PAID,0,2025-05-22
BILLDOC500863,BP100033,CA200032,STANDARD,2025-06,86.19,1567.96,INR,OVERDUE,1,2025-06-22
BILLDOC500864,BP100033,CA200032,STANDARD,2025-07,115.82,1591.66,INR,OPEN,0,2025-07-22
BILLDOC500865,BP100033,CA200032,STANDARD,2025-08,105.07,1583.06,INR,PAID,0,2025-08-22
BILLDOC500866,BP100033,CA200032,STANDARD,2025-09,62.11,1548.69,INR,PAID,0,2025-09-22
BILLDOC500867,BP100033,CA200032,STANDARD,2025-10,138.69,1609.95,INR,PAID,0,2025-10-22
BILLDOC500868,BP100033,CA200032,STANDARD,2025-11,144.9,1614.92,INR,PAID,0,2025-11-22
BILLDOC500869,BP100033,CA200032,STANDARD,2025-12,84.68,1566.74,INR,PAID,0,2025-12-22
BILLDOC500870,BP100033,CA200032,STANDARD,2026-01,90.31,1571.25,INR,PAID,0,2026-01-22
BILLDOC500871,BP100033,CA200032,STANDARD,2026-02,107.15,1584.72,INR,PAID,0,2026-02-22
BILLDOC500872,BP100033,CA200032,STANDARD,2026-03,108.36,1585.69,INR,PAID,0,2026-03-22
BILLDOC500873,BP100033,CA200032,STANDARD,2026-04,116.46,1592.17,INR,PAID,0,2026-04-22
BILLDOC500874,BP100033,CA200032,STANDARD,2026-05,150.26,1619.2,INR,PAID,0,2026-05-22
BILLDOC500875,BP100033,CA200032,STANDARD,2026-06,95.58,1575.46,INR,PAID,0,2026-06-22
BILLDOC500876,BP100034,CA200033,BASIC,2024-02,80.04,539.02,INR,PAID,0,2024-02-22
BILLDOC500877,BP100034,CA200033,BASIC,2024-03,65.52,531.76,INR,PAID,0,2024-03-22
BILLDOC500878,BP100034,CA200033,BASIC,2024-04,81.73,539.86,INR,PAID,0,2024-04-22
BILLDOC500879,BP100034,CA200033,BASIC,2024-05,99.17,548.59,INR,OPEN,0,2024-05-22
BILLDOC500880,BP100034,CA200033,BASIC,2024-06,144.86,571.43,INR,PAID,0,2024-06-22
BILLDOC500881,BP100034,CA200033,BASIC,2024-07,87.06,542.53,INR,PAID,0,2024-07-22
BILLDOC500882,BP100034,CA200033,BASIC,2024-08,105.59,551.8,INR,PAID,0,2024-08-22
BILLDOC500883,BP100034,CA200033,BASIC,2024-09,99.59,548.79,INR,PAID,0,2024-09-22
BILLDOC500884,BP100034,CA200033,BASIC,2024-10,129.71,563.85,INR,PAID,0,2024-10-22
BILLDOC500885,BP100034,CA200033,BASIC,2024-11,163.17,580.59,INR,PAID,0,2024-11-22
BILLDOC500886,BP100034,CA200033,BASIC,2024-12,86.73,542.36,INR,PAID,0,2024-12-22
BILLDOC500887,BP100034,CA200033,BASIC,2025-01,87.76,542.88,INR,OPEN,0,2025-01-22
BILLDOC500888,BP100034,CA200033,BASIC,2025-02,126.1,562.05,INR,PAID,0,2025-02-22
BILLDOC500889,BP100034,CA200033,BASIC,2025-03,117.05,557.52,INR,OPEN,0,2025-03-22
BILLDOC500890,BP100034,CA200033,BASIC,2025-04,146.17,572.08,INR,PAID,0,2025-04-22
BILLDOC500891,BP100034,CA200033,BASIC,2025-05,114.6,556.3,INR,PAID,0,2025-05-22
BILLDOC500892,BP100034,CA200033,BASIC,2025-06,91.02,544.51,INR,PAID,0,2025-06-22
BILLDOC500893,BP100034,CA200033,BASIC,2025-07,114.77,556.38,INR,PAID,0,2025-07-22
BILLDOC500894,BP100034,CA200033,BASIC,2025-08,127.72,562.86,INR,PAID,0,2025-08-22
BILLDOC500895,BP100034,CA200033,BASIC,2025-09,120.51,559.26,INR,PAID,0,2025-09-22
BILLDOC500896,BP100034,CA200033,BASIC,2025-10,112.68,555.34,INR,PAID,0,2025-10-22
BILLDOC500897,BP100034,CA200033,BASIC,2025-11,126.67,562.33,INR,OPEN,0,2025-11-22
BILLDOC500898,BP100034,CA200033,BASIC,2025-12,129.23,563.62,INR,OPEN,0,2025-12-22
BILLDOC500899,BP100034,CA200033,BASIC,2026-01,134.55,566.28,INR,PAID,0,2026-01-22
BILLDOC500900,BP100034,CA200033,BASIC,2026-02,116.22,557.11,INR,PAID,0,2026-02-22
BILLDOC500901,BP100034,CA200033,BASIC,2026-03,95.82,546.91,INR,PAID,0,2026-03-22
BILLDOC500902,BP100034,CA200033,BASIC,2026-04,103.67,550.83,INR,PAID,0,2026-04-22
BILLDOC500903,BP100034,CA200033,BASIC,2026-05,130.16,564.08,INR,PAID,0,2026-05-22
BILLDOC500904,BP100034,CA200033,BASIC,2026-06,79.58,538.79,INR,OVERDUE,0,2026-06-22
BILLDOC500905,BP100035,CA200034,STANDARD,2024-06,109.22,1586.37,INR,PAID,0,2024-06-22
BILLDOC500906,BP100035,CA200034,STANDARD,2024-07,90.17,1571.13,INR,PAID,0,2024-07-22
BILLDOC500907,BP100035,CA200034,STANDARD,2024-08,100.72,1579.57,INR,PAID,0,2024-08-22
BILLDOC500908,BP100035,CA200034,STANDARD,2024-09,131.96,1604.57,INR,PAID,0,2024-09-22
BILLDOC500909,BP100035,CA200034,STANDARD,2024-10,104.78,1582.82,INR,PAID,0,2024-10-22
BILLDOC500910,BP100035,CA200034,STANDARD,2024-11,101.16,1579.93,INR,PAID,0,2024-11-22
BILLDOC500911,BP100035,CA200034,STANDARD,2024-12,66.0,1551.8,INR,OPEN,0,2024-12-22
BILLDOC500912,BP100035,CA200034,STANDARD,2025-01,118.66,1593.93,INR,PAID,0,2025-01-22
BILLDOC500913,BP100035,CA200034,STANDARD,2025-02,116.14,1591.91,INR,PAID,0,2025-02-22
BILLDOC500914,BP100035,CA200034,STANDARD,2025-03,154.08,1622.27,INR,OPEN,0,2025-03-22
BILLDOC500915,BP100035,CA200034,STANDARD,2025-04,92.31,1572.84,INR,PAID,0,2025-04-22
BILLDOC500916,BP100035,CA200034,STANDARD,2025-05,105.48,1583.38,INR,OPEN,0,2025-05-22
BILLDOC500917,BP100035,CA200034,STANDARD,2025-06,106.23,1583.99,INR,PAID,0,2025-06-22
BILLDOC500918,BP100035,CA200034,STANDARD,2025-07,139.44,1610.55,INR,PAID,0,2025-07-22
BILLDOC500919,BP100035,CA200034,STANDARD,2025-08,97.62,1577.09,INR,PAID,0,2025-08-22
BILLDOC500920,BP100035,CA200034,STANDARD,2025-09,106.98,1584.58,INR,PAID,0,2025-09-22
BILLDOC500921,BP100035,CA200034,STANDARD,2025-10,115.2,1591.16,INR,PAID,0,2025-10-22
BILLDOC500922,BP100035,CA200034,STANDARD,2025-11,104.67,1582.73,INR,PAID,0,2025-11-22
BILLDOC500923,BP100035,CA200034,STANDARD,2025-12,88.84,1570.07,INR,OPEN,0,2025-12-22
BILLDOC500924,BP100035,CA200034,STANDARD,2026-01,104.85,1582.88,INR,PAID,0,2026-01-22
BILLDOC500925,BP100035,CA200034,STANDARD,2026-02,126.84,1600.47,INR,PAID,0,2026-02-22
BILLDOC500926,BP100035,CA200034,STANDARD,2026-03,74.34,1558.47,INR,OVERDUE,1,2026-03-22
BILLDOC500927,BP100035,CA200034,STANDARD,2026-04,103.32,1581.66,INR,PAID,0,2026-04-22
BILLDOC500928,BP100035,CA200034,STANDARD,2026-05,82.5,1565.0,INR,PAID,0,2026-05-22
BILLDOC500929,BP100035,CA200034,STANDARD,2026-06,129.88,1602.9,INR,OPEN,0,2026-06-22
BILLDOC500930,BP100036,CA200035,ENTERPRISE,2024-06,61.92,10091.88,INR,PAID,0,2024-06-22
BILLDOC500931,BP100036,CA200035,ENTERPRISE,2024-07,86.03,10128.04,INR,PAID,0,2024-07-22
BILLDOC500932,BP100036,CA200035,ENTERPRISE,2024-08,109.43,10163.15,INR,PAID,0,2024-08-22
BILLDOC500933,BP100036,CA200035,ENTERPRISE,2024-09,139.14,10207.71,INR,PAID,0,2024-09-22
BILLDOC500934,BP100036,CA200035,ENTERPRISE,2024-10,98.36,10146.53,INR,PAID,0,2024-10-22
BILLDOC500935,BP100036,CA200035,ENTERPRISE,2024-11,86.12,10128.18,INR,OVERDUE,0,2024-11-22
BILLDOC500936,BP100036,CA200035,ENTERPRISE,2024-12,147.03,10219.54,INR,PAID,0,2024-12-22
BILLDOC500937,BP100036,CA200035,ENTERPRISE,2025-01,63.8,10094.7,INR,PAID,0,2025-01-22
BILLDOC500938,BP100036,CA200035,ENTERPRISE,2025-02,45.03,10066.54,INR,PAID,0,2025-02-22
BILLDOC500939,BP100036,CA200035,ENTERPRISE,2025-03,111.0,10165.5,INR,PAID,0,2025-03-22
BILLDOC500940,BP100036,CA200035,ENTERPRISE,2025-04,87.45,10130.17,INR,PAID,0,2025-04-22
BILLDOC500941,BP100036,CA200035,ENTERPRISE,2025-05,74.47,10110.7,INR,PAID,0,2025-05-22
BILLDOC500942,BP100036,CA200035,ENTERPRISE,2025-06,117.71,10175.56,INR,PAID,0,2025-06-22
BILLDOC500943,BP100036,CA200035,ENTERPRISE,2025-07,106.1,10158.14,INR,OVERDUE,1,2025-07-22
BILLDOC500944,BP100036,CA200035,ENTERPRISE,2025-08,85.9,10127.85,INR,PAID,0,2025-08-22
BILLDOC500945,BP100036,CA200035,ENTERPRISE,2025-09,67.99,10100.99,INR,OPEN,0,2025-09-22
BILLDOC500946,BP100036,CA200035,ENTERPRISE,2025-10,121.81,10181.72,INR,PAID,0,2025-10-22
BILLDOC500947,BP100036,CA200035,ENTERPRISE,2025-11,116.26,10173.38,INR,PAID,0,2025-11-22
BILLDOC500948,BP100036,CA200035,ENTERPRISE,2025-12,97.52,10145.28,INR,PAID,0,2025-12-22
BILLDOC500949,BP100036,CA200035,ENTERPRISE,2026-01,146.17,10218.25,INR,PAID,0,2026-01-22
BILLDOC500950,BP100036,CA200035,ENTERPRISE,2026-02,73.25,10108.87,INR,PAID,0,2026-02-22
BILLDOC500951,BP100036,CA200035,ENTERPRISE,2026-03,61.86,10091.79,INR,PAID,0,2026-03-22
BILLDOC500952,BP100036,CA200035,ENTERPRISE,2026-04,82.7,10123.05,INR,OPEN,0,2026-04-22
BILLDOC500953,BP100036,CA200035,ENTERPRISE,2026-05,98.86,10147.29,INR,OVERDUE,0,2026-05-22
BILLDOC500954,BP100036,CA200035,ENTERPRISE,2026-06,106.08,10158.13,INR,PAID,0,2026-06-22
BILLDOC500955,BP100037,CA200036,PREMIUM,2024-04,93.97,4111.76,INR,PAID,0,2024-04-22
BILLDOC500956,BP100037,CA200036,PREMIUM,2024-05,108.8,4129.56,INR,PAID,0,2024-05-22
BILLDOC500957,BP100037,CA200036,PREMIUM,2024-06,68.71,-1131.1,INR,PAID,0,2024-06-22
BILLDOC500958,BP100037,CA200036,PREMIUM,2024-07,136.09,4162.31,INR,PAID,0,2024-07-22
BILLDOC500959,BP100037,CA200036,PREMIUM,2024-08,97.95,4116.54,INR,PAID,0,2024-08-22
BILLDOC500960,BP100037,CA200036,PREMIUM,2024-09,127.93,2.58,INR,OPEN,0,2024-09-22
BILLDOC500961,BP100037,CA200036,PREMIUM,2024-10,108.57,4129.28,INR,PAID,0,2024-10-22
BILLDOC500962,BP100037,CA200036,PREMIUM,2024-11,111.42,4132.7,INR,PAID,0,2024-11-22
BILLDOC500963,BP100037,CA200036,PREMIUM,2024-12,114.24,4136.09,INR,PAID,0,2024-12-22
BILLDOC500964,BP100037,CA200036,PREMIUM,2025-01,111.19,4132.43,INR,PAID,0,2025-01-22
BILLDOC500965,BP100037,CA200036,PREMIUM,2025-02,116.07,4138.28,INR,OPEN,0,2025-02-22
BILLDOC500966,BP100037,CA200036,PREMIUM,2025-03,133.23,4158.87,INR,PAID,0,2025-03-22
BILLDOC500967,BP100037,CA200036,PREMIUM,2025-04,104.91,4124.9,INR,PAID,0,2025-04-22
BILLDOC500968,BP100037,CA200036,PREMIUM,2025-05,117.73,4140.27,INR,PAID,0,2025-05-22
BILLDOC500969,BP100037,CA200036,PREMIUM,2025-06,97.76,4116.31,INR,PAID,0,2025-06-22
BILLDOC500970,BP100037,CA200036,PREMIUM,2025-07,136.0,4162.2,INR,OPEN,0,2025-07-22
BILLDOC500971,BP100037,CA200036,PREMIUM,2025-08,83.09,4098.71,INR,PAID,0,2025-08-22
BILLDOC500972,BP100037,CA200036,PREMIUM,2025-09,145.02,4173.03,INR,PAID,0,2025-09-22
BILLDOC500973,BP100037,CA200036,PREMIUM,2025-10,99.0,4117.8,INR,PAID,0,2025-10-22
BILLDOC500974,BP100037,CA200036,PREMIUM,2025-11,64.23,4076.08,INR,PAID,0,2025-11-22
BILLDOC500975,BP100037,CA200036,PREMIUM,2025-12,103.2,4122.84,INR,PAID,0,2025-12-22
BILLDOC500976,BP100037,CA200036,PREMIUM,2026-01,82.97,4098.57,INR,PAID,0,2026-01-22
BILLDOC500977,BP100037,CA200036,PREMIUM,2026-02,121.02,4144.22,INR,OVERDUE,2,2026-02-22
BILLDOC500978,BP100037,CA200036,PREMIUM,2026-03,83.68,4099.42,INR,PAID,0,2026-03-22
BILLDOC500979,BP100038,CA200037,STANDARD,2024-06,88.85,1570.08,INR,PAID,0,2024-06-22
BILLDOC500980,BP100038,CA200037,STANDARD,2024-07,52.76,1541.21,INR,PAID,0,2024-07-22
BILLDOC500981,BP100038,CA200037,STANDARD,2024-08,88.69,1569.95,INR,PAID,0,2024-08-22
BILLDOC500982,BP100038,CA200037,STANDARD,2024-09,39.4,1530.52,INR,PAID,0,2024-09-22
BILLDOC500983,BP100038,CA200037,STANDARD,2024-10,60.4,1547.32,INR,PAID,0,2024-10-22
BILLDOC500984,BP100038,CA200037,STANDARD,2024-11,119.01,1594.21,INR,PAID,0,2024-11-22
BILLDOC500985,BP100038,CA200037,STANDARD,2024-12,119.65,1594.72,INR,PAID,0,2024-12-22
BILLDOC500986,BP100038,CA200037,STANDARD,2025-01,110.64,1587.51,INR,OPEN,0,2025-01-22
BILLDOC500987,BP100038,CA200037,STANDARD,2025-02,75.83,1559.66,INR,PAID,0,2025-02-22
BILLDOC500988,BP100038,CA200037,STANDARD,2025-03,98.81,1578.05,INR,PAID,0,2025-03-22
BILLDOC500989,BP100038,CA200037,STANDARD,2025-04,99.91,1578.93,INR,PAID,0,2025-04-22
BILLDOC500990,BP100038,CA200037,STANDARD,2025-05,71.04,1555.83,INR,OPEN,0,2025-05-22
BILLDOC500991,BP100038,CA200037,STANDARD,2025-06,137.58,1609.07,INR,OVERDUE,0,2025-06-22
BILLDOC500992,BP100038,CA200037,STANDARD,2025-07,121.93,1596.55,INR,OPEN,0,2025-07-22
BILLDOC500993,BP100038,CA200037,STANDARD,2025-08,94.48,1574.58,INR,OPEN,0,2025-08-22
BILLDOC500994,BP100038,CA200037,STANDARD,2025-09,100.67,1579.54,INR,OVERDUE,0,2025-09-22
BILLDOC500995,BP100038,CA200037,STANDARD,2025-10,105.21,1583.17,INR,PAID,0,2025-10-22
BILLDOC500996,BP100038,CA200037,STANDARD,2025-11,48.96,1538.17,INR,PAID,0,2025-11-22
BILLDOC500997,BP100038,CA200037,STANDARD,2025-12,93.82,1574.06,INR,PAID,0,2025-12-22
BILLDOC500998,BP100038,CA200037,STANDARD,2026-01,82.95,1565.36,INR,PAID,0,2026-01-22
BILLDOC500999,BP100038,CA200037,STANDARD,2026-02,74.96,1558.97,INR,OVERDUE,1,2026-02-22
BILLDOC501000,BP100038,CA200037,STANDARD,2026-03,92.97,1573.38,INR,OVERDUE,0,2026-03-22
BILLDOC501001,BP100038,CA200037,STANDARD,2026-04,144.94,1614.95,INR,PAID,0,2026-04-22
BILLDOC501002,BP100038,CA200037,STANDARD,2026-05,116.02,1591.82,INR,PAID,0,2026-05-22
BILLDOC501003,BP100038,CA200037,STANDARD,2026-06,85.72,1567.58,INR,OPEN,0,2026-06-22
BILLDOC501004,BP100039,CA200038,BASIC,2024-03,114.31,556.16,INR,OPEN,0,2024-03-22
BILLDOC501005,BP100039,CA200038,BASIC,2024-04,134.98,566.49,INR,OVERDUE,3,2024-04-22
BILLDOC501006,BP100039,CA200038,BASIC,2024-05,123.12,560.56,INR,PAID,0,2024-05-22
BILLDOC501007,BP100039,CA200038,BASIC,2024-06,101.49,549.75,INR,PAID,0,2024-06-22
BILLDOC501008,BP100039,CA200038,BASIC,2024-07,83.83,540.91,INR,PAID,0,2024-07-22
BILLDOC501009,BP100039,CA200038,BASIC,2024-08,117.46,557.73,INR,PAID,0,2024-08-22
BILLDOC501010,BP100039,CA200038,BASIC,2024-09,109.84,553.92,INR,PAID,0,2024-09-22
BILLDOC501011,BP100039,CA200038,BASIC,2024-10,122.38,560.19,INR,PAID,0,2024-10-22
BILLDOC501012,BP100039,CA200038,BASIC,2024-11,115.88,556.94,INR,PAID,0,2024-11-22
BILLDOC501013,BP100039,CA200038,BASIC,2024-12,126.24,562.12,INR,PAID,0,2024-12-22
BILLDOC501014,BP100039,CA200038,BASIC,2025-01,86.62,542.31,INR,PAID,0,2025-01-22
BILLDOC501015,BP100039,CA200038,BASIC,2025-02,132.93,565.47,INR,OPEN,0,2025-02-22
BILLDOC501016,BP100039,CA200038,BASIC,2025-03,104.94,551.47,INR,PAID,0,2025-03-22
BILLDOC501017,BP100039,CA200038,BASIC,2025-04,151.88,574.94,INR,OPEN,0,2025-04-22
BILLDOC501018,BP100039,CA200038,BASIC,2025-05,82.77,540.39,INR,PAID,0,2025-05-22
BILLDOC501019,BP100039,CA200038,BASIC,2025-06,143.4,570.7,INR,PAID,0,2025-06-22
BILLDOC501020,BP100039,CA200038,BASIC,2025-07,104.95,551.47,INR,PAID,0,2025-07-22
BILLDOC501021,BP100039,CA200038,BASIC,2025-08,83.71,540.86,INR,PAID,0,2025-08-22
BILLDOC501022,BP100039,CA200038,BASIC,2025-09,87.9,542.95,INR,PAID,0,2025-09-22
BILLDOC501023,BP100039,CA200038,BASIC,2025-10,91.99,545.0,INR,PAID,0,2025-10-22
BILLDOC501024,BP100039,CA200038,BASIC,2025-11,110.6,554.3,INR,PAID,0,2025-11-22
BILLDOC501025,BP100039,CA200038,BASIC,2025-12,113.07,555.54,INR,OPEN,0,2025-12-22
BILLDOC501026,BP100039,CA200038,BASIC,2026-01,85.66,541.83,INR,PAID,0,2026-01-22
BILLDOC501027,BP100039,CA200038,BASIC,2026-02,99.39,548.7,INR,PAID,0,2026-02-22
BILLDOC501028,BP100039,CA200038,BASIC,2026-03,153.56,575.78,INR,OPEN,0,2026-03-22
BILLDOC501029,BP100039,CA200038,BASIC,2026-04,143.19,570.59,INR,OPEN,0,2026-04-22
BILLDOC501030,BP100039,CA200038,BASIC,2026-05,110.91,554.45,INR,OPEN,0,2026-05-22
BILLDOC501031,BP100039,CA200038,BASIC,2026-06,100.95,549.48,INR,PAID,0,2026-06-22
BILLDOC501032,BP100040,CA200039,BASIC,2024-01,103.0,550.5,INR,OPEN,0,2024-01-22
BILLDOC501033,BP100040,CA200039,BASIC,2024-02,115.34,556.67,INR,PAID,0,2024-02-22
BILLDOC501034,BP100040,CA200039,BASIC,2024-03,74.43,536.22,INR,PAID,0,2024-03-22
BILLDOC501035,BP100040,CA200039,BASIC,2024-04,93.57,545.78,INR,PAID,0,2024-04-22
BILLDOC501036,BP100040,CA200039,BASIC,2024-05,58.29,528.14,INR,PAID,0,2024-05-22
BILLDOC501037,BP100040,CA200039,BASIC,2024-06,109.98,553.99,INR,PAID,0,2024-06-22
BILLDOC501038,BP100040,CA200039,BASIC,2024-07,116.18,557.09,INR,PAID,0,2024-07-22
BILLDOC501039,BP100040,CA200039,BASIC,2024-08,87.92,542.96,INR,OVERDUE,0,2024-08-22
BILLDOC501040,BP100040,CA200039,BASIC,2024-09,139.35,568.67,INR,PAID,0,2024-09-22
BILLDOC501041,BP100040,CA200039,BASIC,2024-10,69.36,533.68,INR,PAID,0,2024-10-22
BILLDOC501042,BP100040,CA200039,BASIC,2024-11,63.39,530.7,INR,OPEN,0,2024-11-22
BILLDOC501043,BP100040,CA200039,BASIC,2024-12,105.61,551.81,INR,PAID,0,2024-12-22
BILLDOC501044,BP100040,CA200039,BASIC,2025-01,126.18,562.09,INR,PAID,0,2025-01-22
BILLDOC501045,BP100040,CA200039,BASIC,2025-02,142.1,570.05,INR,PAID,0,2025-02-22
BILLDOC501046,BP100040,CA200039,BASIC,2025-03,88.53,543.26,INR,PAID,0,2025-03-22
BILLDOC501047,BP100040,CA200039,BASIC,2025-04,126.97,562.48,INR,PAID,0,2025-04-22
BILLDOC501048,BP100040,CA200039,BASIC,2025-05,99.04,548.52,INR,PAID,0,2025-05-22
BILLDOC501049,BP100040,CA200039,BASIC,2025-06,95.68,546.84,INR,OPEN,0,2025-06-22
BILLDOC501050,BP100040,CA200039,BASIC,2025-07,122.09,-128.65,INR,PAID,0,2025-07-22
BILLDOC501051,BP100040,CA200039,BASIC,2025-08,116.31,557.15,INR,PAID,0,2025-08-22
BILLDOC501052,BP100040,CA200039,BASIC,2025-09,60.59,529.3,INR,PAID,0,2025-09-22
BILLDOC501053,BP100040,CA200039,BASIC,2025-10,136.91,567.46,INR,PAID,0,2025-10-22
BILLDOC501054,BP100040,CA200039,BASIC,2025-11,134.5,566.25,INR,PAID,0,2025-11-22
BILLDOC501055,BP100040,CA200039,BASIC,2025-12,84.36,541.18,INR,OPEN,0,2025-12-22
BILLDOC501056,BP100040,CA200039,BASIC,2026-01,109.9,553.95,INR,PAID,0,2026-01-22
BILLDOC501057,BP100040,CA200039,BASIC,2026-02,112.35,555.18,INR,PAID,0,2026-02-22
BILLDOC501058,BP100040,CA200039,BASIC,2026-03,106.52,552.26,INR,OPEN,0,2026-03-22
BILLDOC501059,BP100040,CA200039,BASIC,2026-04,86.24,542.12,INR,OPEN,0,2026-04-22
BILLDOC501060,BP100040,CA200039,BASIC,2026-05,83.21,540.6,INR,PAID,0,2026-05-22
BILLDOC501061,BP100040,CA200039,BASIC,2026-06,99.36,548.68,INR,PAID,0,2026-06-22
BILLDOC501062,BP100041,CA200040,STANDARD,2024-04,129.32,1602.45,INR,PAID,0,2024-04-22
BILLDOC501063,BP100041,CA200040,STANDARD,2024-05,113.59,1589.87,INR,PAID,0,2024-05-22
BILLDOC501064,BP100041,CA200040,STANDARD,2024-06,90.73,1571.59,INR,PAID,0,2024-06-22
BILLDOC501065,BP100041,CA200040,STANDARD,2024-07,119.29,1594.43,INR,PAID,0,2024-07-22
BILLDOC501066,BP100041,CA200040,STANDARD,2024-08,28.79,1522.03,INR,PAID,0,2024-08-22
BILLDOC501067,BP100041,CA200040,STANDARD,2024-09,128.72,1601.98,INR,PAID,0,2024-09-22
BILLDOC501068,BP100041,CA200040,STANDARD,2024-10,56.51,1544.21,INR,PAID,0,2024-10-22
BILLDOC501069,BP100041,CA200040,STANDARD,2024-11,90.94,1571.75,INR,PAID,0,2024-11-22
BILLDOC501070,BP100041,CA200040,STANDARD,2024-12,72.01,1556.61,INR,PAID,0,2024-12-22
BILLDOC501071,BP100041,CA200040,STANDARD,2025-01,67.63,1553.11,INR,PAID,0,2025-01-22
BILLDOC501072,BP100041,CA200040,STANDARD,2025-02,129.02,1602.22,INR,OPEN,0,2025-02-22
BILLDOC501073,BP100041,CA200040,STANDARD,2025-03,88.31,1569.65,INR,PAID,0,2025-03-22
BILLDOC501074,BP100041,CA200040,STANDARD,2025-04,108.66,1585.93,INR,PAID,0,2025-04-22
BILLDOC501075,BP100041,CA200040,STANDARD,2025-05,98.83,1578.06,INR,OVERDUE,0,2025-05-22
